Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Mitsubishi,Outlander,2015,III рестайлинг 2 (2015—2018),110000 км,12 записей в отчёте Автотеки,,2,Не битый,2.0 4WD CVT (146 л.с.),2 л,Бензин,Вариатор,Полный,,Внедорожник 5-дверный,Чёрный,Левый,Z8TX*************,,2 085 000
Mitsubishi,Colt,2007,Z30 (2002—2012),193202 км,13 записей в отчёте Автотеки,,4+,Не битый,1.3 MT (95 л.с.),1.3 л,Бензин,Механика,Передний,,Хетчбек 5-дверный,Синий,Левый,XMCX*************,,485 000
Mitsubishi,Lancer,2005,IX рестайлинг (2005—2010),171994 км,15 записей в отчёте Автотеки,Оригинал,3,Не битый,1.6 AT (98 л.с.),1.6 л,Бензин,Автомат,Передний,Базовая,Седан,Серебряный,Левый,JMBS*************,Возможен,429 000
Mitsubishi,Lancer,2006,IX рестайлинг (2005—2010),40000 км,12 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 AT (98 л.с.),1.6 л,Бензин,Автомат,Передний,Базовая,Седан,Серебряный,Левый,JMBS*************,Не интересует,1 150 000
Mitsubishi,ASX,2013,I рестайлинг (2012—2016),168023 км,19 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.8 CVT (140 л.с.),1.8 л,Бензин,Вариатор,Передний,,Внедорожник 5-дверный,Белый,Левый,JMBX*************,,1 035 000
Mitsubishi,ASX,2012,I рестайлинг (2012—2016),96000 км,6 записей в отчёте Автотеки,,2,Не битый,1.8 CVT (140 л.с.),1.8 л,Бензин,Вариатор,Передний,,Внедорожник 5-дверный,Белый,Левый,JMBX*************,,1 500 000
Mitsubishi,Lancer,2009,IX рестайлинг (2005—2010),240000 км,10 записей в отчёте Автотеки,Оригинал,3,Не битый,1.6 MT (98 л.с.),1.6 л,Бензин,Механика,Передний,Базовая,Седан,Серый,Левый,JMBS*************,Не интересует,520 000
Mitsubishi,Outlander,2017,III рестайлинг 2 (2015—2018),130949 км,58 записей в отчёте Автотеки,,2,Не битый,2.0 4WD CVT (146 л.с.),2 л,Бензин,Вариатор,Полный,Instyle,Внедорожник 5-дверный,Белый,Левый,Z8TX*************,,2 380 000
Mitsubishi,Outlander,2022,III рестайлинг 3 (2018—2023),36 км,,Электронный,1,Не битый,2.0 CVT (146 л.с.),2 л,Бензин,Вариатор,Передний,Intense+,Внедорожник 5-дверный,Белый,Левый,LL66*************,Не интересует,2 700 000
Mitsubishi,Outlander,2020,III рестайлинг 3 (2018—2023),74230 км,2 записи в отчёте Автотеки,,1,Не битый,2.0 4WD CVT (146 л.с.),2 л,Бензин,Вариатор,Полный,Instyle,Внедорожник 5-дверный,Серый,Левый,Z8TX*************,Возможен,2 615 000
