Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Ford,Focus,2011,III (2011—2015),160000 км,Проверить в Автотеке,,3,Не битый,1.6 MT (105 л.с.),1.6 л,Бензин,Механика,Передний,,Хетчбек 5-дверный,Серый,Левый,X9FK*************,Возможен,765 000
Ford,Mondeo,2007,IV (2006—2010),150000 км,8 записей в отчёте Автотеки,Дубликат,4+,Не битый,2.0 MT (145 л.с.),2 л,Бензин,Механика,Передний,Ghia,Седан,Серый,Левый,WF0D*************,Не интересует,650 000
Ford,Scorpio,1988,I (1985—1994),300000 км,Проверить в Автотеке,,1,Не битый,1.8 MT (90 л.с.),1.8 л,Бензин,Механика,Задний,Базовая,Хетчбек 5-дверный,Синий,Левый,WF0A*************,Не интересует,100 000
Ford,Transit,2017,VIII (2013—2023),261133 км,10 записей в отчёте Автотеки,,1,Не битый,2.2 TDCi FWD MT (125 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Фургон,Белый,Левый,Z6FX*************,,2 500 000
Ford,Focus,2006,II (2005—2008),125407 км,10 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.6 MT (100 л.с.),1.6 л,Бензин,Механика,Передний,Comfort,Седан,Серебряный,Левый,X9F4*************,,375 000
Ford,Focus,2015,III рестайлинг (2014—2019),92000 км,5 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 PowerShift (105 л.с.),1.6 л,Бензин,Робот,Передний,,Хетчбек 5-дверный,Белый,Левый,Z6F5*************,Не интересует,1 250 000
Ford,Focus,2013,III (2011—2015),134500 км,17 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.6 AMT (105 л.с.),1.6 л,Бензин,Робот,Передний,Trend,Хетчбек 5-дверный,Серебряный,Левый,X9FK*************,Не интересует,870 000
Ford,Focus,2003,I рестайлинг (2001—2007),284000 км,2 записи в отчёте Автотеки,Дубликат,4+,Не битый,1.8 MT (115 л.с.),1.8 л,Бензин,Механика,Передний,Ghia,Седан,Чёрный,Левый,X9FF*************,,299 000
Ford,Transit,2013,VII (2006—2013),210123 км,10 записей в отчёте Автотеки,,4+,Не битый,2.2 TDCi MT (125 л.с.),2.2 л,Дизель,Механика,Задний,Базовая,Фургон,Серый,Левый,Z6F5*************,,1 690 000
Ford,Transit,2018,VIII (2013—2023),157122 км,4 записи в отчёте Автотеки,,2,Не битый,2.2 TDCi RWD MT (155 л.с.),2.2 л,Дизель,Механика,Задний,Базовая,Фургон,Белый,Левый,Z6FD*************,,2 890 000
Ford,Kuga,2014,II (2012—2016),170000 км,5 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 4WD AT (150 л.с.),1.6 л,Бензин,Автомат,Полный,Titanium,Внедорожник 5-дверный,Белый,Левый,Z6FA*************,Не интересует,1 648 444
Ford,Focus,2012,III (2011—2015),206213 км,7 записей в отчёте Автотеки,,2,Не битый,1.6 AMT (105 л.с.),1.6 л,Бензин,Робот,Передний,Trend,Хетчбек 5-дверный,Чёрный,Левый,X9FK*************,Возможен,647 000
Ford,Focus,2011,III (2011—2015),140000 км,8 записей в отчёте Автотеки,,4+,Не битый,1.6 AMT (125 л.с.),1.6 л,Бензин,Робот,Передний,,Седан,Серебряный,Левый,X9FM*************,Не интересует,770 000
Ford,Focus,2006,II (2005—2008),199000 км,18 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.8 MT (125 л.с.),1.8 л,Бензин,Механика,Передний,Ghia,Седан,Серый,Левый,X9F5*************,Возможен,470 000
Ford,Kuga,2018,II рестайлинг (2016—2019),114000 км,19 записей в отчёте Автотеки,,2,Не битый,2.5 AT (150 л.с.),2.5 л,Бензин,Автомат,Передний,Trend Plus,Внедорожник 5-дверный,Серебряный,Левый,Z6FA*************,,2 148 000
Ford,Focus,2012,III (2011—2015),278001 км,11 записей в отчёте Автотеки,,4+,Не битый,1.6 MT (125 л.с.),1.6 л,Бензин,Механика,Передний,,Седан,Белый,Левый,X9FM*************,Возможен,399 000
Ford,Mondeo,2001,III (2000—2003),236000 км,8 записей в отчёте Автотеки,Оригинал,4+,Не битый,2.0 MT (145 л.с.),2 л,Бензин,Механика,Передний,Базовая,Лифтбек,Серебряный,Левый,WF05*************,Не интересует,230 000
Ford,Focus,2008,II рестайлинг (2007—2011),236000 км,15 записей в отчёте Автотеки,Оригинал,3,Не битый,2.0 MT (145 л.с.),2 л,Бензин,Механика,Передний,Ghia,Хетчбек 3-дверный,Чёрный,Левый,X9FG*************,,695 000
Ford,Kuga,2015,II (2012—2016),90550 км,3 записи в отчёте Автотеки,,1,Не битый,2.5 AT (150 л.с.),2.5 л,Бензин,Автомат,Передний,Trend Plus,Внедорожник 5-дверный,Серебряный,Левый,Z6FA*************,,1 749 000
Ford,Focus,2011,II рестайлинг (2007—2011),178000 км,8 записей в отчёте Автотеки,Дубликат,3,Не битый,1.6 MT (100 л.с.),1.6 л,Бензин,Механика,Передний,Comfort,Универсал,Жёлтый,Левый,X9FS*************,Не интересует,360 000
Ford,C-MAX,2007,I рестайлинг (2007—2010),226600 км,10 записей в отчёте Автотеки,,4+,Не битый,2.0 AT (145 л.с.),2 л,Бензин,Автомат,Передний,Titanium,Минивэн,Синий,Левый,WF0E*************,,669 000
Ford,Focus,2017,III рестайлинг (2014—2019),93564 км,10 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MT (105 л.с.),1.6 л,Бензин,Механика,Передний,Trend,Седан,Чёрный,Левый,Z6F4*************,Не интересует,1 265 000
Ford,C-MAX,2007,I рестайлинг (2007—2010),261692 км,5 записей в отчёте Автотеки,,2,Не битый,1.8 MT (125 л.с.),1.8 л,Бензин,Механика,Передний,,Минивэн,Зелёный,Левый,WF0E*************,Возможен,420 000
Ford,Kuga,2015,II (2012—2016),115000 км,7 записей в отчёте Автотеки,,1,Не битый,1.6 4WD AT (182 л.с.),1.6 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Белый,Левый,Z6FA*************,,1 049 000
Ford,Focus,2006,II (2005—2008),233149 км,5 записей в отчёте Автотеки,,4+,Не битый,1.8 MT (125 л.с.),1.8 л,Бензин,Механика,Передний,,Седан,Красный,Левый,X9F4*************,,426 800
Ford,Focus,1998,I (1998—2004),240000 км,5 записей в отчёте Автотеки,Оригинал,3,Не битый,1.4 MT (75 л.с.),1.4 л,Бензин,Механика,Передний,Базовая,Универсал,Зелёный,Левый,WF0N*************,Не интересует,140 000
Ford,Kuga,2019,II рестайлинг (2016—2019),94701 км,4 записи в отчёте Автотеки,,1,Не битый,2.5 AT (150 л.с.),2.5 л,Бензин,Автомат,Передний,Trend Plus,Внедорожник 5-дверный,Серый,Левый,Z6FA*************,Возможен,2 125 300
Ford,Focus,2011,III (2011—2015),167000 км,14 записей в отчёте Автотеки,,3,Не битый,1.6 MT (125 л.с.),1.6 л,Бензин,Механика,Передний,Trend,Седан,Синий,Левый,X9FM*************,,989 000
Ford,Focus,2004,I рестайлинг (2001—2007),300000 км,3 записи в отчёте Автотеки,Дубликат,4+,Не битый,1.6 MT (98 л.с.),1.6 л,Бензин,Механика,Передний,Базовая,Хетчбек 5-дверный,Красный,Левый,X9FA*************,Не интересует,230 000
Ford,Kuga,2016,II (2012—2016),126000 км,18 записей в отчёте Автотеки,Оригинал,1,Не битый,1.6 4WD AT (150 л.с.),1.6 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Синий,Левый,Z6FA*************,Не интересует,1 700 000
Ford,C-MAX,2008,I рестайлинг (2007—2010),141000 км,24 записи в отчёте Автотеки,,3,Не битый,1.8 MT (125 л.с.),1.8 л,Бензин,Механика,Передний,Ghia,Минивэн,Серый,Левый,WF0E*************,,609 000
Ford,Fusion,2007,I рестайлинг (2005—2012),163000 км,7 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.6 MT (101 л.с.),1.6 л,Бензин,Механика,Передний,Elegance,Хетчбек 5-дверный,Серый,Левый,WF0U*************,Возможен,459 000
Ford,Focus,2011,III (2011—2015),188000 км,30 записей в отчёте Автотеки,Оригинал,3,Не битый,1.6 MT (105 л.с.),1.6 л,Бензин,Механика,Передний,,Хетчбек 5-дверный,Серый,Левый,X9FK*************,Не интересует,900 000
Ford,Kuga,2010,I (2008—2012),176157 км,59 записей в отчёте Автотеки,Дубликат,4+,Не битый,2.5 4WD AT (200 л.с.),2.5 л,Бензин,Автомат,Полный,Titanium,Внедорожник 5-дверный,Голубой,Левый,WF0R*************,Возможен,1 119 000
Ford,Focus,2009,II рестайлинг (2007—2011),169000 км,13 записей в отчёте Автотеки,,4+,Не битый,2.0 AT (145 л.с.),2 л,Бензин,Автомат,Передний,,Хетчбек 5-дверный,Серый,Левый,X9FP*************,,690 000
Ford,Focus,2016,III рестайлинг (2014—2019),111000 км,15 записей в отчёте Автотеки,,3,Не битый,1.6 MT (105 л.с.),1.6 л,Бензин,Механика,Передний,,Хетчбек 5-дверный,Чёрный,Левый,Z6F5*************,,1 350 000
Ford,Focus,2006,II (2005—2008),228000 км,4 записи в отчёте Автотеки,Оригинал,2,Не битый,1.8 MT (125 л.с.),1.8 л,Бензин,Механика,Передний,,Хетчбек 5-дверный,Серый,Левый,X9F5*************,,410 000
Ford,Focus,2012,III (2011—2015),156000 км,10 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MT (85 л.с.),1.6 л,Бензин,Механика,Передний,Базовая,Хетчбек 5-дверный,Белый,Левый,X9FK*************,Возможен,820 000
Ford,Kuga,2018,II рестайлинг (2016—2019),138500 км,3 записи в отчёте Автотеки,,1,Не битый,1.5 EcoBoost 4WD AT (182 л.с.),1.5 л,Бензин,Автомат,Полный,Titanium Plus,Внедорожник 5-дверный,Чёрный,Левый,Z6FA*************,Возможен,1 545 000
Ford,Focus,2008,II рестайлинг (2007—2011),240000 км,12 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.6 MT (100 л.с.),1.6 л,Бензин,Механика,Передний,Comfort,Хетчбек 5-дверный,Серебряный,Левый,WF0P*************,Возможен,495 000
Ford,Focus,2009,II рестайлинг (2007—2011),282336 км,7 записей в отчёте Автотеки,,4+,Не битый,1.6 MT (100 л.с.),1.6 л,Бензин,Механика,Передний,Comfort,Хетчбек 3-дверный,Чёрный,Левый,X9FG*************,,395 000
Ford,EcoSport,2014,I (2014—2018),139058 км,18 записей в отчёте Автотеки,,3,Не битый,1.6 PowerShift (122 л.с.),1.6 л,Бензин,Робот,Передний,Titanium Plus,Внедорожник 5-дверный,Чёрный,Левый,Z6FL*************,,1 130 000
Ford,Mondeo,2008,IV (2006—2010),169991 км,8 записей в отчёте Автотеки,,4+,Не битый,2.3 AT (161 л.с.),2.3 л,Бензин,Автомат,Передний,Ghia,Седан,Розовый,Левый,WF0D*************,,620 000
Ford,Focus,2007,II (2005—2008),128000 км,9 записей в отчёте Автотеки,Оригинал,4+,Не битый,2.0 MT (145 л.с.),2 л,Бензин,Механика,Передний,Базовая,Хетчбек 3-дверный,Белый,Левый,X9F3*************,Не интересует,467 000
Ford,Focus,2012,III (2011—2015),145023 км,5 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MT (105 л.с.),1.6 л,Бензин,Механика,Передний,Trend Sport,Седан,Серебряный,Левый,X9FM*************,,870 000
Ford,Transit,2013,VII (2006—2013),528000 км,14 записей в отчёте Автотеки,Оригинал,3,Не битый,2.2 TDCi MT (155 л.с.),2.2 л,Дизель,Механика,Задний,Базовая,Фургон,Белый,Левый,Z9S3*************,Не интересует,947 000
Ford,Mondeo,2005,III рестайлинг (2003—2007),187000 км,4 записи в отчёте Автотеки,Оригинал,3,Не битый,1.8 MT (125 л.с.),1.8 л,Бензин,Механика,Передний,Базовая,Седан,Чёрный,Левый,WF04*************,,425 000
Ford,EcoSport,2018,I рестайлинг (2018—2023),64111 км,6 записей в отчёте Автотеки,,1,Не битый,1.5 AT (123 л.с.),1.5 л,Бензин,Автомат,Передний,,Внедорожник 5-дверный,Чёрный,Левый,Z6FL*************,,1 699 000
Ford,Focus,2018,III рестайлинг (2014—2019),167960 км,5 записей в отчёте Автотеки,,2,Не битый,1.6 PowerShift (125 л.с.),1.6 л,Бензин,Робот,Передний,Special Edition,Седан,Белый,Левый,Z6F4*************,,1 070 000
Ford,Focus,2007,II (2005—2008),124000 км,5 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MT (100 л.с.),1.6 л,Бензин,Механика,Передний,,Седан,Синий,Левый,X9F4*************,Не интересует,540 000
