Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Lexus,LX,2012,J200 рестайлинг (2012—2015),115500 км,12 записей в отчёте Автотеки,,1,Не битый,LX 570 5.7 4WD AT (367 л.с.),5.7 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Чёрный,Левый,JTJH*************,Возможен,5 500 000
Lexus,RX,2013,III рестайлинг (2012—2015),194000 км,33 записи в отчёте Автотеки,Оригинал,4+,Не битый,RX 270 2.7 AT (188 л.с.),2.7 л,Бензин,Автомат,Передний,,Внедорожник 5-дверный,Белый,Левый,JTJZ*************,Не интересует,2 900 000
Lexus,GX,2015,J150 рестайлинг (2013—2019),73471 км,25 записей в отчёте Автотеки,,3,Не битый,GX 460 4.6 4WD AT (296 л.с.),4.6 л,Бензин,Автомат,Полный,Executive 5S,Внедорожник 5-дверный,Чёрный,Левый,JTJJ*************,,5 090 000
Lexus,RX,2023,V (2022—2023),218 км,Проверить в Автотеке,,1,Не битый,RX 350 2.4 4WD AT (249 л.с.),2.4 л,Бензин,Автомат,Полный,Executive,Внедорожник 5-дверный,Белый,Левый,JTJC*************,Возможен,9 949 000
Lexus,RX,2020,IV рестайлинг (2019—2023),27577 км,9 записей в отчёте Автотеки,,1,Не битый,RX 300 2.0 4WD AT (238 л.с.),2 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Чёрный,Левый,JTJB*************,Возможен,5 999 000
Lexus,RX,2019,IV (2015—2019),83073 км,8 записей в отчёте Автотеки,,2,Не битый,RX 350L 3.5 4WD AT (294 л.с.) 7 мест,3.5 л,Бензин,Автомат,Полный,RX 350L Premium,Внедорожник 5-дверный,Чёрный,Левый,JTJD*************,Возможен,4 849 000
Lexus,ES,2014,XV60 (2012—2015),209000 км,44 записи в отчёте Автотеки,Дубликат,4+,Не битый,ES 250 2.5 AT (184 л.с.),2.5 л,Бензин,Автомат,Передний,,Седан,Белый,Левый,JTHB*************,,1 900 000
Lexus,LX,2023,J300 (2021—2023),1 км,Проверить в Автотеке,Электронный,1,Не битый,LX 500d 3.3 D AT (300 л.с.),,Дизель,Автомат,Полный,,Внедорожник 5-дверный,Чёрный,Левый,JTJP*************,,17 200 000
Lexus,RX,2013,III рестайлинг (2012—2015),135242 км,10 записей в отчёте Автотеки,Оригинал,3,Не битый,RX 270 2.7 AT (188 л.с.),2.7 л,Бензин,Автомат,Передний,Executive,Внедорожник 5-дверный,Коричневый,Левый,JTJZ*************,Не интересует,2 500 000
Lexus,RX,2023,V (2022—2023),41 км,Проверить в Автотеке,,1,Не битый,RX 350 2.4 4WD AT (249 л.с.),2.4 л,Бензин,Автомат,Полный,Executive,Внедорожник 5-дверный,Чёрный,Левый,JTJC*************,,9 464 000
Lexus,GX,2006,J120 (2002—2009),249000 км,6 записей в отчёте Автотеки,Оригинал,3,Не битый,GX 470 4.7 4WD AT (270 л.с.),4.7 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Чёрный,Левый,JTJB*************,Не интересует,2 500 000
Lexus,RX,2020,IV рестайлинг (2019—2023),31000 км,Проверить в Автотеке,,1,Не битый,RX 350 3.5 4WD AT (300 л.с.),3.5 л,Бензин,Автомат,Полный,Luxury,Внедорожник 5-дверный,Белый,Левый,2T2J*************,,6 940 000
Lexus,RX,2022,V (2022—2023),32 км,Проверить в Автотеке,,1,Не битый,RX 350 2.4 4WD AT (279 л.с.),2.4 л,Бензин,Автомат,Полный,Luxury,Внедорожник 5-дверный,Белый,Левый,2T2B*************,,8 190 000
Lexus,IS,2012,II рестайлинг 2 (2010—2016),149709 км,6 записей в отчёте Автотеки,,1,Не битый,IS 250 2.5 AT (208 л.с.),2.5 л,Бензин,Автомат,Задний,Comfort,Седан,Серый,Левый,JTHB*************,,1 800 000
Lexus,GX,2016,J150 рестайлинг (2013—2019),192609 км,27 записей в отчёте Автотеки,,2,Не битый,GX 460 4.6 4WD AT (296 л.с.),4.6 л,Бензин,Автомат,Полный,Executive 5S,Внедорожник 5-дверный,Чёрный,Левый,JTJJ*************,,4 599 000
Lexus,LX,2015,J200 рестайлинг 2 (2015—2023),280000 км,10 записей в отчёте Автотеки,Оригинал,2,Не битый,LX 570 5.7 4WD AT (367 л.с.),5.7 л,Бензин,Автомат,Полный,Luxury Sport,Внедорожник 5-дверный,Чёрный,Левый,JTJH*************,Не интересует,5 300 000
Lexus,RX,2019,IV (2015—2019),57299 км,2 записи в отчёте Автотеки,,1,Не битый,RX 300 2.0 4WD AT (238 л.с.) 5 мест,2 л,Бензин,Автомат,Полный,RX 300 4WD Executive+,Внедорожник 5-дверный,Синий,Левый,JTJB*************,,5 690 000
Lexus,ES,2020,XV70 (2018—2021),40751 км,9 записей в отчёте Автотеки,,4+,Не битый,ES 250 2.5 AT (200 л.с.),2.5 л,Бензин,Автомат,Передний,,Седан,Бежевый,Левый,JTHB*************,Возможен,4 949 000
Lexus,IS,2014,III (2013—2016),164000 км,23 записи в отчёте Автотеки,,3,Не битый,IS 250 2.5 AT (208 л.с.),2.5 л,Бензин,Автомат,Задний,,Седан,Синий,Левый,JTHB*************,Возможен,2 059 000
Lexus,GS,2013,IV (2011—2015),134000 км,12 записей в отчёте Автотеки,,4+,Не битый,GS 250 2.5 AT (209 л.с.),2.5 л,Бензин,Автомат,Задний,F-Sport Premium,Седан,Чёрный,Левый,JTHB*************,Не интересует,3 050 000
Lexus,RX,2021,IV рестайлинг (2019—2023),54000 км,2 записи в отчёте Автотеки,Оригинал,1,Не битый,RX 300 2.0 4WD AT (238 л.с.),2 л,Бензин,Автомат,Полный,Executive,Внедорожник 5-дверный,Белый,Левый,JTJB*************,Не интересует,5 800 000
Lexus,RX,2021,IV рестайлинг (2019—2023),57000 км,5 записей в отчёте Автотеки,Электронный,1,Не битый,RX 300 2.0 4WD AT (238 л.с.),2 л,Бензин,Автомат,Полный,Luxury,Внедорожник 5-дверный,Белый,Левый,JTJB*************,Не интересует,5 690 000
Lexus,ES,2015,XV60 (2012—2015),132000 км,8 записей в отчёте Автотеки,Оригинал,3,Не битый,ES 250 2.5 AT (184 л.с.),2.5 л,Бензин,Автомат,Передний,Luxury,Седан,Чёрный,Левый,JTHB*************,Не интересует,2 600 000
Lexus,ES,2017,XV60 рестайлинг (2015—2018),111000 км,14 записей в отчёте Автотеки,Оригинал,3,Не битый,ES 250 2.5 AT (184 л.с.),2.5 л,Бензин,Автомат,Передний,,Седан,Чёрный,Левый,JTHB*************,,2 990 000
Lexus,NX,2020,Z10 рестайлинг (2017—2021),75000 км,2 записи в отчёте Автотеки,,1,Не битый,NX 200 2.0 4WD CVT (150 л.с.),,Бензин,Вариатор,Полный,,Внедорожник 5-дверный,Серый,Левый,JTJB*************,,4 250 000
Lexus,LX,2018,J200 рестайлинг 2 (2015—2023),227000 км,12 записей в отчёте Автотеки,Оригинал,3,Не битый,LX 450d 4.5 4WD AT (272 л.с.),4.5 л,Дизель,Автомат,Полный,Executive,Внедорожник 5-дверный,Чёрный,Левый,JTJC*************,Не интересует,8 500 000
Lexus,RX,2018,IV (2015—2019),112016 км,14 записей в отчёте Автотеки,,2,Не битый,RX 350L 3.5 4WD AT (294 л.с.) 7 мест,3.5 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Красный,Левый,JTJD*************,Возможен,5 049 000
Lexus,NX,2019,Z10 рестайлинг (2017—2021),30286 км,8 записей в отчёте Автотеки,Оригинал,2,Не битый,NX 300 2.0 AT (238 л.с.),2 л,Бензин,Автомат,Передний,,Внедорожник 5-дверный,Синий,Левый,JTJB*************,Не интересует,4 150 000
Lexus,LX,2020,J200 рестайлинг 2 (2015—2023),16766 км,6 записей в отчёте Автотеки,,1,Не битый,LX 570 5.7 4WD AT (367 л.с.),5.7 л,Бензин,Автомат,Полный,Heritage,Внедорожник 5-дверный,Серый,Левый,JTJH*************,Возможен,12 149 000
Lexus,RX,2023,V (2022—2023),15 км,Проверить в Автотеке,Электронный,1,Не битый,RX 350H 2.5 4WD CVT (309 л.с.),2.5 л,Гибрид,Вариатор,Полный,Base,Внедорожник 5-дверный,Серебряный,Левый,JTJC*************,,9 190 090
Lexus,ES,2013,XV60 (2012—2015),141609 км,42 записи в отчёте Автотеки,,3,Не битый,ES 250 2.5 AT (184 л.с.),2.5 л,Бензин,Автомат,Передний,Luxury,Седан,Чёрный,Левый,JTHB*************,,1 939 000
Lexus,ES,2012,XV60 (2012—2015),250000 км,6 записей в отчёте Автотеки,Оригинал,1,Не битый,ES 250 2.5 AT (184 л.с.),2.5 л,Бензин,Автомат,Передний,Premier Special Edition,Седан,Чёрный,Левый,JTHB*************,Не интересует,2 400 000
Lexus,RX,2023,V (2022—2023),125 км,Проверить в Автотеке,,1,Не битый,RX 350 2.4 4WD AT (279 л.с.),2.4 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Чёрный,Левый,2T2B*************,Возможен,10 399 000
Lexus,NX,2015,Z10 (2014—2017),112963 км,17 записей в отчёте Автотеки,,4+,Не битый,NX 200 2.0 4WD CVT (150 л.с.),2 л,Бензин,Вариатор,Полный,,Внедорожник 5-дверный,Белый,Левый,JTJB*************,Возможен,2 659 000
Lexus,RX,2011,III (2008—2012),203000 км,8 записей в отчёте Автотеки,,4+,Не битый,RX 270 2.7 AT (188 л.с.),2.7 л,Бензин,Автомат,Передний,,Внедорожник 5-дверный,Чёрный,Левый,JTJZ*************,Возможен,2 049 000
Lexus,RX,2012,III рестайлинг (2012—2015),133821 км,11 записей в отчёте Автотеки,,2,Не битый,RX 350 3.5 4WD AT (277 л.с.),3.5 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Белый,Левый,2T2B*************,,2 239 000
Lexus,LX,2017,J200 рестайлинг 2 (2015—2023),108000 км,8 записей в отчёте Автотеки,Оригинал,4+,Не битый,LX 450d 4.5 4WD AT (272 л.с.),4.5 л,Дизель,Автомат,Полный,Executive 2,Внедорожник 5-дверный,Серый,Левый,JTJC*************,Возможен,7 200 000
Lexus,RX,2019,IV рестайлинг (2019—2023),12500 км,3 записи в отчёте Автотеки,,1,Не битый,RX 350 3.5 4WD AT (300 л.с.),3.5 л,Бензин,Автомат,Полный,Luxury,Внедорожник 5-дверный,Бежевый,Левый,JTJB*************,Возможен,5 700 000
Lexus,RX,2004,II (2003—2006),210000 км,4 записи в отчёте Автотеки,,3,Не битый,RX 330 3.3 4WD AT (230 л.с.),3.3 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Чёрный,Левый,2T2H*************,,1 239 000
Lexus,NX,2018,Z10 рестайлинг (2017—2021),82175 км,7 записей в отчёте Автотеки,,2,Не битый,NX 200 2.0 4WD CVT (150 л.с.),2 л,Бензин,Вариатор,Полный,Luxury,Внедорожник 5-дверный,Чёрный,Левый,JTJB*************,Возможен,3 703 000
Lexus,LX,2016,J200 рестайлинг 2 (2015—2023),124000 км,10 записей в отчёте Автотеки,Оригинал,3,Не битый,LX 450d 4.5 4WD AT (272 л.с.),4.5 л,Дизель,Автомат,Полный,Executive,Внедорожник 5-дверный,Серый,Левый,JTJC*************,,6 450 000
Lexus,RX,2011,III (2008—2012),195000 км,22 записи в отчёте Автотеки,Дубликат,4+,Не битый,RX 450H 3.5 4WD CVT (249 л.с.),3.5 л,Гибрид,Вариатор,Полный,Executive,Внедорожник 5-дверный,Белый,Левый,JTJB*************,Не интересует,2 600 000
Lexus,LX,2014,J200 рестайлинг (2012—2015),164000 км,9 записей в отчёте Автотеки,Электронный,3,Не битый,LX 570 5.7 4WD AT (367 л.с.),5.7 л,Бензин,Автомат,Полный,Sport Desing 2,Внедорожник 5-дверный,Чёрный,Левый,JTJH*************,,6 500 000
Lexus,RX,2011,III (2008—2012),157000 км,13 записей в отчёте Автотеки,Оригинал,1,Не битый,RX 350 3.5 4WD AT (277 л.с.),3.5 л,Бензин,Автомат,Полный,Premium,Внедорожник 5-дверный,Чёрный,Левый,JTJB*************,,3 020 000
Lexus,LX,2017,J200 рестайлинг 2 (2015—2023),175000 км,11 записей в отчёте Автотеки,Оригинал,3,Не битый,LX 450d 4.5 4WD AT (272 л.с.),4.5 л,Дизель,Автомат,Полный,Executive 2,Внедорожник 5-дверный,Чёрный,Левый,JTJC*************,Не интересует,8 950 000
Lexus,NX,2017,Z10 рестайлинг (2017—2021),86700 км,7 записей в отчёте Автотеки,Дубликат,3,Не битый,NX 200 2.0 4WD CVT (150 л.с.),2 л,Бензин,Вариатор,Полный,Luxury,Внедорожник 5-дверный,Красный,Левый,JTJB*************,Не интересует,3 150 555
Lexus,RX,2022,IV рестайлинг (2019—2023),21 км,,Электронный,1,Не битый,RX 300 2.0 4WD AT (238 л.с.),2 л,Бензин,Автомат,Полный,Premium,Внедорожник 5-дверный,Серебряный,Левый,JTJB*************,,7 830 000
Lexus,RX,2019,IV рестайлинг (2019—2023),40646 км,2 записи в отчёте Автотеки,,1,Не битый,RX 300 2.0 4WD AT (238 л.с.),2 л,Бензин,Автомат,Полный,Premium,Внедорожник 5-дверный,Чёрный,Левый,JTJB*************,,6 390 000
Lexus,RX,2017,IV (2015—2019),51000 км,4 записи в отчёте Автотеки,Оригинал,3,Не битый,RX 200t 2.0 4WD AT (238 л.с.),2 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Чёрный,Левый,JTJB*************,,4 799 999
Lexus,RX,2012,III рестайлинг (2012—2015),60050 км,12 записей в отчёте Автотеки,,3,Не битый,RX 270 2.7 AT (188 л.с.),2.7 л,Бензин,Автомат,Передний,Prestige,Внедорожник 5-дверный,Серебряный,Левый,JTJZ*************,,2 600 000
Lexus,LX,2023,J300 (2021—2023),7992 км,2 записи в отчёте Автотеки,,1,Не битый,LX 500d 3.3 D AT (300 л.с.),,Дизель,Автомат,Полный,,Внедорожник 5-дверный,Чёрный,Левый,JTJP*************,,17 690 000
Lexus,RX,2022,V (2022—2023),2620 км,Проверить в Автотеке,,1,Не битый,RX 350 2.4 4WD AT (249 л.с.),2.4 л,Бензин,Автомат,Полный,F Sport,Внедорожник 5-дверный,Чёрный,Левый,JTJC*************,Возможен,10 500 000
Lexus,LX,2021,J200 рестайлинг 2 (2015—2023),65000 км,18 записей в отчёте Автотеки,,1,Не битый,LX 570 5.7 4WD AT (367 л.с.),5.7 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Белый,Левый,JTJH*************,,12 000 000
Lexus,RX,2006,II рестайлинг (2006—2009),232000 км,9 записей в отчёте Автотеки,Оригинал,2,Не битый,RX 350 3.5 4WD AT (276 л.с.),3.5 л,Бензин,Автомат,Полный,Premium,Внедорожник 5-дверный,Серый,Левый,JTJH*************,Не интересует,1 290 000
Lexus,NX,2020,Z10 рестайлинг (2017—2021),52773 км,9 записей в отчёте Автотеки,Электронный,1,Не битый,NX 200 2.0 4WD CVT (150 л.с.),2 л,Бензин,Вариатор,Полный,Standard,Внедорожник 5-дверный,Серый,Левый,JTJB*************,,4 195 000
Lexus,RX,2009,III (2008—2012),201021 км,17 записей в отчёте Автотеки,,3,Не битый,RX 450H 3.5 4WD CVT (249 л.с.),3.5 л,Гибрид,Вариатор,Полный,Premuim,Внедорожник 5-дверный,Белый,Левый,JTJB*************,,1 824 900
Lexus,RX,2010,III (2008—2012),172201 км,16 записей в отчёте Автотеки,,4+,Не битый,RX 450H 3.5 4WD CVT (249 л.с.),3.5 л,Гибрид,Вариатор,Полный,,Внедорожник 5-дверный,Чёрный,Левый,JTJB*************,Возможен,2 629 000
Lexus,RX,2013,III рестайлинг (2012—2015),120000 км,8 записей в отчёте Автотеки,Оригинал,3,Не битый,RX 270 2.7 AT (188 л.с.),2.7 л,Бензин,Автомат,Передний,Prestige,Внедорожник 5-дверный,Коричневый,Левый,JTJZ*************,Не интересует,2 800 000
Lexus,UX,2018,I (2018—2023),18774 км,3 записи в отчёте Автотеки,Оригинал,1,Не битый,UX 200 2.0 CVT (150 л.с.),2 л,Бензин,Вариатор,Передний,UX 200 Discover,Внедорожник 5-дверный,Белый,Левый,JTHY*************,,3 150 000
Lexus,RX,2018,IV (2015—2019),57677 км,10 записей в отчёте Автотеки,,1,Не битый,RX 350 3.5 4WD AT (301 л.с.) 5 мест,3.5 л,Бензин,Автомат,Полный,RX 350 4WD Exclusive,Внедорожник 5-дверный,Серый,Левый,JTJB*************,Возможен,5 300 000
Lexus,NX,2022,AZ20 (2021—2023),50 км,Проверить в Автотеке,,1,Не битый,NX 350 2.4 4WD AT (279 л.с.),2.4 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Чёрный,Левый,JTJC*************,,7 290 000
Lexus,NX,2015,Z10 (2014—2017),86816 км,7 записей в отчёте Автотеки,,2,Не битый,NX 200 2.0 4WD CVT (150 л.с.),2 л,Бензин,Вариатор,Полный,Executive,Внедорожник 5-дверный,Белый,Левый,JTJB*************,,3 200 000
