Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Ford,Transit,2021,VIII (2013—2023),60813 км,3 записи в отчёте Автотеки,,2,Не битый,2.2 TDCi FWD MT (125 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Фургон,Белый,Левый,X2FX*************,,4 830 000
Ford,Focus,2013,III (2011—2015),260595 км,10 записей в отчёте Автотеки,,1,Не битый,1.6 MT (105 л.с.),1.6 л,Бензин,Механика,Передний,,Седан,Чёрный,Левый,X9FM*************,Возможен,779 000
Ford,Transit,2019,VIII (2013—2023),117214 км,Проверить в Автотеке,,1,Не битый,2.2 TDCi RWD MT (125 л.с.),2.2 л,Дизель,Механика,Задний,Базовая,Пикап,Белый,Левый,XD23*************,,2 400 999
Ford,Kuga,2015,II (2012—2016),115000 км,7 записей в отчёте Автотеки,,1,Не битый,1.6 4WD AT (182 л.с.),1.6 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Белый,Левый,Z6FA*************,,1 049 000
Ford,Kuga,2015,II (2012—2016),127875 км,14 записей в отчёте Автотеки,,2,Не битый,1.6 4WD AT (150 л.с.),1.6 л,Бензин,Автомат,Полный,Trend Plus,Внедорожник 5-дверный,Чёрный,Левый,Z6FA*************,,1 370 000
Ford,Transit,2020,VIII (2013—2023),80000 км,Проверить в Автотеке,,1,Не битый,2.2 TDCi RWD MT (125 л.с.),2.2 л,Дизель,Механика,Задний,Базовая,Пикап,Белый,Левый,XD23*************,,2 900 500
Ford,Focus,2011,III (2011—2015),188000 км,30 записей в отчёте Автотеки,Оригинал,3,Не битый,1.6 MT (105 л.с.),1.6 л,Бензин,Механика,Передний,,Хетчбек 5-дверный,Серый,Левый,X9FK*************,Не интересует,900 000
Ford,Transit,2020,VIII (2013—2023),193583 км,Проверить в Автотеке,,1,Не битый,2.2 TDCi FWD MT (125 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Фургон,Белый,Левый,X2FX*************,,3 950 000
Ford,Focus,2010,II рестайлинг (2007—2011),205000 км,5 записей в отчёте Автотеки,Оригинал,3,Не битый,1.8 MT (125 л.с.),1.8 л,Бензин,Механика,Передний,Titanium,Хетчбек 5-дверный,Серый,Левый,X9FP*************,,699 000
Ford,Transit,2018,VIII (2013—2023),113000 км,2 записи в отчёте Автотеки,,1,Не битый,2.2 TDCi RWD MT (125 л.с.),2.2 л,Дизель,Механика,Задний,Базовая,Пикап,Белый,Левый,XD23*************,,2 100 000
Ford,Focus,2004,I рестайлинг (2001—2007),292000 км,3 записи в отчёте Автотеки,Дубликат,4+,Не битый,1.8 MT (115 л.с.),1.8 л,Бензин,Механика,Передний,Базовая,Хетчбек 5-дверный,Голубой,Левый,X9FA*************,Не интересует,340 000
Ford,Fiesta,2018,Mk6 рестайлинг (2012—2019),25400 км,Проверить в Автотеке,Оригинал,1,Не битый,1.6 MT (85 л.с.),1.6 л,Бензин,Механика,Передний,Ambiente,Седан,Серый,Левый,Z6F4*************,,1 420 000
Ford,Focus,2009,II рестайлинг (2007—2011),201000 км,4 записи в отчёте Автотеки,,2,Не битый,1.6 MT (115 л.с.),1.6 л,Бензин,Механика,Передний,Comfort,Хетчбек 3-дверный,Серебряный,Левый,X9FG*************,,529 000
Ford,Transit,2019,VIII (2013—2023),169478 км,5 записей в отчёте Автотеки,,2,Не битый,2.2 TDCi FWD MT (125 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Фургон,Синий,Левый,Z6FX*************,,3 495 000
Ford,EcoSport,2015,I (2014—2018),157501 км,11 записей в отчёте Автотеки,,4+,Не битый,1.6 MT (122 л.с.),1.6 л,Бензин,Механика,Передний,Trend Plus,Внедорожник 5-дверный,Белый,Левый,Z6FL*************,,1 097 000
Ford,Transit,2022,VIII (2013—2023),159 км,Проверить в Автотеке,,1,Не битый,2.2 TDCi MT (155 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Фургон,Белый,Левый,X2FD*************,,6 460 000
Ford,Explorer,2013,V (2010—2015),161500 км,11 записей в отчёте Автотеки,,4+,Не битый,3.5 4WD AT (360 л.с.),3.5 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Чёрный,Левый,Z6FB*************,Возможен,1 555 000
Ford,Focus,2018,III рестайлинг (2014—2019),159500 км,5 записей в отчёте Автотеки,,2,Не битый,1.6 MT (105 л.с.),1.6 л,Бензин,Механика,Передний,Trend,Универсал,Белый,Левый,Z6F6*************,Возможен,899 000
Ford,Transit,2018,VIII (2013—2023),150491 км,Проверить в Автотеке,,1,Не битый,2.2 TDCi FWD MT (125 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Фургон,Белый,Левый,XD23*************,,2 100 999
Ford,Transit,2018,VIII (2013—2023),259152 км,4 записи в отчёте Автотеки,,1,Не битый,2.2 TDCi MT (155 л.с.),2.2 л,Дизель,Механика,Передний,Базовая,Фургон,Белый,Левый,Z6FX*************,,2 850 000
Ford,Mondeo,2006,III рестайлинг (2003—2007),207000 км,11 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.8 MT (125 л.с.),1.8 л,Бензин,Механика,Передний,Базовая,Седан,Серебряный,Левый,WF04*************,Возможен,485 000
Ford,Mondeo,2006,III рестайлинг (2003—2007),290000 км,7 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.8 MT (125 л.с.),1.8 л,Бензин,Механика,Передний,Базовая,Седан,Серый,Левый,WF04*************,Возможен,430 000
Ford,Focus,2008,II рестайлинг (2007—2011),236000 км,15 записей в отчёте Автотеки,Оригинал,3,Не битый,2.0 MT (145 л.с.),2 л,Бензин,Механика,Передний,Ghia,Хетчбек 3-дверный,Чёрный,Левый,X9FG*************,,695 000
Ford,Grand C-MAX,2017,II рестайлинг (2015—2019),101000 км,5 записей в отчёте Автотеки,Оригинал,1,Не битый,1.5 TDCi AMT (120 л.с.),1.5 л,Дизель,Робот,Передний,Базовая,Минивэн,Серый,Левый,WF0W*************,Не интересует,1 500 000
Ford,Focus,2013,III (2011—2015),195000 км,11 записей в отчёте Автотеки,,4+,Не битый,1.6 MT (125 л.с.),1.6 л,Бензин,Механика,Передний,SYNC Edition,Хетчбек 5-дверный,Серый,Левый,X9FK*************,,799 990
