Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Skoda,Octavia,2013,III (2013—2017),219000 км,12 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.4 TSI DSG (140 л.с.),1.4 л,Бензин,Робот,Передний,,Лифтбек,Белый,Левый,TMBA*************,Не интересует,1 050 000
Skoda,Octavia,2014,III (2013—2017),152000 км,9 записей в отчёте Автотеки,Оригинал,2,Не битый,1.4 TSI DSG (140 л.с.),1.4 л,Бензин,Робот,Передний,Elegance,Лифтбек,Коричневый,Левый,XW8A*************,,1 579 000
Skoda,Octavia,2014,III (2013—2017),180000 км,15 записей в отчёте Автотеки,Оригинал,3,Не битый,1.4 TSI DSG (140 л.с.),1.4 л,Бензин,Робот,Передний,Ambition,Лифтбек,Серебряный,Левый,XW8A*************,Не интересует,1 200 000
Skoda,Octavia,2013,III (2013—2017),280000 км,14 записей в отчёте Автотеки,,3,Не битый,1.4 TSI DSG (140 л.с.),1.4 л,Бензин,Робот,Передний,Ambition,Универсал,Чёрный,Левый,TMBA*************,Не интересует,1 000 000
Skoda,Kodiaq,2019,I (2016—2023),73636 км,11 записей в отчёте Автотеки,,2,Не битый,2.0 TDI 4WD DSG (150 л.с.),2 л,Дизель,Робот,Полный,Style,Внедорожник 5-дверный,Синий,Левый,XW8L*************,Возможен,3 494 600
Skoda,Fabia,2005,I рестайлинг (2004—2007),252458 км,7 записей в отчёте Автотеки,,4+,Не битый,1.2 MT (64 л.с.),1.2 л,Бензин,Механика,Передний,Базовая,Хетчбек 5-дверный,Красный,Левый,TMBP*************,,329 000
Skoda,Yeti,2012,I (2009—2014),161897 км,7 записей в отчёте Автотеки,,1,Не битый,1.2 TSI DSG (105 л.с.),1.2 л,Бензин,Робот,Передний,Ambition,Внедорожник 5-дверный,Серебряный,Левый,XW8J*************,,999 990
Skoda,Rapid,2020,II (2019—2023),97568 км,3 записи в отчёте Автотеки,,1,Не битый,1.6 MPI MT (90 л.с.),1.6 л,Бензин,Механика,Передний,Active,Лифтбек,Белый,Левый,XW8A*************,,1 473 059
Skoda,Yeti,2017,I рестайлинг (2013—2018),125555 км,2 записи в отчёте Автотеки,,1,Не битый,1.6 MPI MT (110 л.с.),1.6 л,Бензин,Механика,Передний,Hockey Edition Outdoor,Внедорожник 5-дверный,Серый,Левый,XW8J*************,,1 600 000
Skoda,Rapid,2020,II (2019—2023),37500 км,5 записей в отчёте Автотеки,Электронный,1,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,Active,Лифтбек,Коричневый,Левый,XW8A*************,,1 760 000
Skoda,Rapid,2016,I (2012—2017),149777 км,11 записей в отчёте Автотеки,Оригинал,1,Не битый,1.6 MPI AT (110 л.с.),1.6 л,Бензин,Автомат,Передний,,Лифтбек,Белый,Левый,XW8A*************,,1 399 000
Skoda,Octavia,2013,III (2013—2017),197800 км,11 записей в отчёте Автотеки,,3,Не битый,1.2 TSI MT (105 л.с.),1.2 л,Бензин,Механика,Передний,,Лифтбек,Серый,Левый,XW8A*************,Возможен,870 000
Skoda,Octavia,2014,III (2013—2017),124722 км,13 записей в отчёте Автотеки,,3,Не битый,1.2 TSI DSG (105 л.с.),1.2 л,Бензин,Робот,Передний,Базовая,Лифтбек,Коричневый,Левый,XW8A*************,,885 000
Skoda,Kodiaq,2018,I (2016—2023),92000 км,Проверить в Автотеке,Оригинал,1,Не битый,1.4 TSI 4WD MT (150 л.с.),1.4 л,Бензин,Механика,Полный,Ambition,Внедорожник 5-дверный,Серый,Левый,XW8L*************,Не интересует,2 650 000
Skoda,Octavia,2007,I рестайлинг (2000—2011),221000 км,6 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.6 MPI MT (102 л.с.),1.6 л,Бензин,Механика,Передний,Tour,Лифтбек,Красный,Левый,TMBD*************,Не интересует,595 000
Skoda,Karoq,2020,I (2017—2023),38000 км,Проверить в Автотеке,Электронный,1,Не битый,1.4 TSI AT (150 л.с.),1.4 л,Бензин,Автомат,Передний,Ambition,Внедорожник 5-дверный,Белый,Левый,XW8J*************,Не интересует,2 890 000
Skoda,Rapid,2019,I рестайлинг (2017—2020),115000 км,2 записи в отчёте Автотеки,,1,Не битый,1.6 MPI MT (90 л.с.),1.6 л,Бензин,Механика,Передний,Hockey Edition Active,Лифтбек,Синий,Левый,XW8A*************,,1 475 000
Skoda,Rapid,2015,I (2012—2017),137000 км,14 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MPI MT (110 л.с.),1.6 л,Бензин,Механика,Передний,,Лифтбек,Синий,Левый,XW8A*************,Не интересует,1 000 000
Skoda,Karoq,2021,I (2017—2023),86000 км,3 записи в отчёте Автотеки,Электронный,1,Не битый,1.4 TSI 4WD DSG (150 л.с.),1.4 л,Бензин,Робот,Полный,Ambition,Внедорожник 5-дверный,Серебряный,Левый,XW8L*************,Возможен,2 999 000
Skoda,Octavia,2019,III рестайлинг (2017—2020),65512 км,3 записи в отчёте Автотеки,,1,Не битый,1.4 TSI MT (150 л.с.),1.4 л,Бензин,Механика,Передний,Active,Лифтбек,Коричневый,Левый,XW8A*************,Возможен,1 997 000
Skoda,Octavia,2015,III (2013—2017),152014 км,13 записей в отчёте Автотеки,,3,Не битый,1.8 TSI 4WD DSG (180 л.с.),1.8 л,Бензин,Робот,Полный,Style,Универсал,Синий,Левый,TMBL*************,Возможен,1 756 400
Skoda,Octavia,2011,II рестайлинг (2008—2013),202001 км,2 записи в отчёте Автотеки,,2,Не битый,1.6 MPI MT (102 л.с.),1.6 л,Бензин,Механика,Передний,,Лифтбек,Белый,Левый,XW8C*************,Возможен,939 000
Skoda,Rapid,2017,I рестайлинг (2017—2020),102000 км,8 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MPI MT (110 л.с.),1.6 л,Бензин,Механика,Передний,Ambition,Лифтбек,Серебряный,Левый,XW8A*************,,1 249 000
Skoda,Fabia,2011,II рестайлинг (2010—2014),173000 км,12 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.4 MT (86 л.с.),1.4 л,Бензин,Механика,Передний,Fresh,Хетчбек 5-дверный,Серый,Левый,XW8E*************,Не интересует,730 000
Skoda,Octavia,2012,II рестайлинг (2008—2013),165000 км,,,2,Не битый,1.4 MPI MT (80 л.с.),1.4 л,Бензин,Механика,Передний,Active,Лифтбек,Серый,Левый,XW6D*************,,886 443
